norm_id,law_name,law_id,source_link,norm_name,norm_text
AU_norm_5,Corporations Act 2001 (Division 1),AU_Coporations_Act_Division_1_2023,https://www.legislation.gov.au/Details/C2018C00031,Section 307,"307 Audit
An auditor who conducts an audit of the financial report for a financial year or half-year must form an opinion about:
(a) whether the financial report is in accordance with this Act, including:
(i) section 296 or 304 (compliance with accounting standards); and
(ii) section 297 or 305 (true and fair view); and
(aa) if the financial report includes additional information under paragraph 295(3)(c) or 303(3)(c) (information included to give true and fair view of financial position and performance)—whether the inclusion of that additional information was necessary to give the true and fair view required by section 297 or 305; and
(b) whether the auditor has been given all information, explanation and assistance necessary for the conduct of the audit; and
(c) whether the company, registered scheme or disclosing entity has kept financial records sufficient to enable a financial report to be prepared and audited; and
(d) whether the company, registered scheme or disclosing entity has kept other records a registers as required by this Act."
AU_norm_6,Corporations Act 2001 (Division 1),AU_Coporations_Act_Division_1_2023,https://www.legislation.gov.au/Details/C2018C00031,Chapter 1 (Section 10),"10.1 The small/large distinction
The accounting requirements imposed on a proprietary company under the Corporations Act depend on whether the company is classified as small or large. A company’s classification can change from 1 financial year to another as its circumstances change.
A company is classified as small for a financial year if it satisfies at least 2 of the following tests:
• gross operating revenue of less than $10 million for the year
• gross assets of less than $5 million at the end of the year
• fewer than 50 employees at the end of the year.
A company that does not satisfy at least 2 of these tests is classified a"
BE_norm_1,Wetboek van vennootschappen,BE_Compapanies_Code_2023,https://www.cbn-cnc.be/nl/node/859,Article 97,"Article 97 
Unless it concerns one of the companies referred to in Article 92, § 3, 1°, 2°, 4° or 6°, this subsection does not apply to: 
- the small companies that have taken the form of a general partnership, an ordinary limited partnership or a cooperative partnership with unlimited liability;
- general partnerships, ordinary limited partnerships and cooperative companies with unlimited liability of which all partners with unlimited liability are natural pers"
BE_norm_2,Wetboek van vennootschappen,BE_Compapanies_Code_2023,https://www.cbn-cnc.be/nl/node/859,Article 98,"Article 98 
The annual accounts must be filed with the National Bank of Belgium through the actions of the directors or business managers.
This filing shall be made within thirty days after the annual accounts have been approved, and at the latest seven months after the date of closure of the financial year.
If the annual accounts have not been filed as stipulated in the second paragraph, the damage suffered by third parties is deemed to result from this omission, subject to evidence to the contrary."
BE_norm_3,Wetboek van vennootschappen,BE_Compapanies_Code_2023,https://www.cbn-cnc.be/nl/node/859,Article 141,"Article 141
Unless it concerns one of the companies referred to in Article 92, § 3, 1°, 2°, or 6°, or an investment firm with the status of a stockbroking firm pursuant to Article 6, § 1, 1°, of the Law of 25 October 2016 on access to investment services and on the status and supervision of portfolio management and investment advice companies, this chapter does not apply to:
1. general partnerships, ordinary limited partnerships and cooperative partnerships with unlimited liability, all partners with unlimited liability being natural persons;
2. unlisted small companies within the meaning of Article 15, on the understanding that for the purposes of this chapter each company is considered separately, except for companies that are part of a group that is required to draw up and publish consolidated annual accounts ;
3. economic groupings, none of which is subject to the supervision of a statutory auditor;
4. agricultural comp"
BE_norm_4,Wetboek van vennootschappen,BE_Compapanies_Code_2023,https://www.cbn-cnc.be/nl/node/859,Article 142,"Article 142
In companies, the control of the financial situation, the annual accounts and the regularity, with regard to this Code and the Articles of Association, of the transactions reflected in the annual accounts, is entrusted to one or more auditors."
BE_norm_5,Wetboek van vennootschappen,BE_Compapanies_Code_2023,https://www.cbn-cnc.be/nl/node/859,Article 15,"� 1. Small companies are those companies with legal personality which, on the balance sheet date of the last closed financial year, do not exceed more than one of the following criteria:
" annual average of the workforce: 50;
" annual turnover, excluding value added tax: EUR 9,000,000;
" balance sheet total: 4 500 000 euros."
BE_norm_6,Wetboek van vennootschappen,BE_Compapanies_Code_2023,https://www.cbn-cnc.be/nl/node/859,Article 15/1,"Article 15/1
§ 1. Micro-companies are small companies with legal personality that are not subsidiaries or parent companies on the year-end closing date and that do not exceed more than one of the following criteria:
• annual average of the workforce: 10;
• annual turnover, excluding value added tax: EUR 700,000;
• balance sheet total: 350 000"
BG_norm_1,Accountancy Act,BG_Accountancy_Act_2023,https://lex.bg/en/laws/ldoc/2136697598,Art. 38,"Art. 38. (1) Enterprises publish the annual financial report, the consolidated financial report and the annual reports under chapter seven , adopted by the general meeting of partners or shareholders or by the relevant body, as follows:
1. (amended - SG No. 104 of 2020, in force from 01.01.2021) all merchants within the meaning of the Commercial Law - by applying for entry and submission for announcement in the commercial register , by September 30 next year;
2. (amended - SG No. 74 of 2016, in force from 01.01.2018, amended - SG No. 98 of 2018, in force from 01.01.2019, amended - SG No. 104 of 2020, in force from 01.01.2021) non-profit legal entities - by applying for announcement and providing them in a register of non-profit legal entities maintained by the Registration Agency under the conditions and under the order of the Law on non-profit legal entities , by September 30 of the following year;
3. (amended - SG No. 104 of 2020, in force from 01.01.2021) other enterprises - through an economic edition or via the Internet, by September 30 of the following year.
(2) When the financial report is initially requested for publication within the period under para. 1 and a refusal to publish under Art. 22, para. 5 of the Law on the Commercial Register and within 14 days of its entry into force a repeated application for publication is submitted, it is considered that the financial statement was submitted on time.
(3) The annual financial statements and the activity report are published in the form and with the text based on which the registered auditor expressed his opinion. The full text of the auditor's report is also subject to publication.
(4) (Amended - SG No. 98 of 2018, in force from 01.01.2019) Small enterprises that are not subject to a mandatory independent financial audit shall publish at least a balance sheet/report on the financial situation and an appendix , when the enterprise has an obligation to prepare it.
(5) According to para. 1 together with the annual financial report, joint-stock companies, limited partnerships with shares and limited liability companies that are medium or large enterprises or enterprises of public interest shall also publish information on the management body's proposal for profit distribution or loss coverage for the previous year and the decision of the general meeting of shareholders/partners on the method of distributing the profit or covering a loss for the previous year.
(6) The annual financial report of a parent enterprise that prepares a consolidated financial report is published simultaneously with the consolidated financial report of the group together with the annual reports under chapter seven to them.
(7) When the accounts and reports of the enterprises under para. 1, item 3 are published on the Internet, free access must be provided to them for a period not shorter than three years after the date of their publication.
(8) The enterprises under para. 1, item 3, upon request, provide information on the place where their reports and reports are published.
(9) (Amended - SG No. 92 of 2017, in force from 01.01.2018) Paragraphs 1 - 8 do not apply to:
1. (suppl. - SG No. 96 of 2019, in force from 01.01.2020) budgetary enterprises and sole traders who are not subject to a mandatory independent financial audit and sole traders who did not carry out activity during the reporting period period; and
2. (amended - SG No. 98 of 2018, in force from 01.01.2019, amended - SG No. 96 of 2019, in force from 01.01.2020, amended - SG No. 104 of 2020, in force from 01.01.2021) all other enterprises that did not operate during the reporting period; this circumstance is declared once for the first accounting period in which no activity was carried out, with a declaration according to a model approved by order of the Minister of Finance; the declaration is published by June 30 of the following year, as follows:
a) from the persons under para. 1, items 1 and 2 - in the commercial register and the register of non-profit legal entities;
b) by the persons under para. 1, item 3 - through an economic publication or through the Internet.
(10) (New - SG No. 96 of 2019, in force from 01.01.2020) Sole traders under para. 9, item 1 do not submit a declaration that they did not carry out activity during the reporting period.
(11) (New - SG No. 96 of 2019, in force from 01.01.2020) Fees under Art. 12, para. 1, item 1 of the Law on the Commercial Register and the Register of Non-Profit Legal Entities for the publication of the declarations under para. 9, item 2 are not due.
(12) (Amended and supplemented - SG No. 97 of 2017, in force from 01.01.2018, previous item 10 - SG No. 96 of 2019, in force from 01.01.2020 d.) A parent company, which is also a subsidiary (intermediate parent) and according to the applicable accounting standards is not obliged to draw up a consolidated financial statement, publishes in Bulgarian the consolidated financial statement of the first parent company in which the intermediate parent is consolidated, in three months from the final mandatory deadline for its publication by the consolidating parent company. Together with the consolidated financial statement, the consolidated annual reports under chapter seven are publishedand the auditor's report. When the parent company is regulated by the legislation of a third country, the consolidated
financial statements are certified by auditors or audit firms that carry out an audit according to the legislation of the country applicable to the parent company.
(13) (New - SG No. 95 of 2016, previous item 11, amended - SG No. 96 of 2019, in force from 01.01.2020) The Registration Agency provides in electronic form of the National Revenue Agency lists of enterprises that:
1. (amended - SG No. 104 of 2020, in force from 01.01.2021) have not applied for publication of their annual financial statements for the previous year within the terms under para. 1 and 2; the list is provided by October 31 of the current year;
2. (amended - SG No. 104 of 2020, in force from 01.01.2021) have applied for declaration in the commercial register and the register for non-profit legal entities under paragraph 9, item 2; the list is provided by July 31 of the current year.
(14) (New - SG No. 96 of 2019, in force from 01.01.2020) The lists under para. 13 should contain the name of the enterprise and EIC from the commercial register and the register of non-profit legal entities.
(15) (New - SG No. 96 of 2019, in force from 01.01.2020) Within two months of receiving the lists under para. 13 The National Revenue Agency takes the necessary measures to carry out inspections and establish violations under para. 1 - 12."
BG_norm_2,Accountancy Act,BG_Accountancy_Act_2023,https://lex.bg/en/laws/ldoc/2136697598,Article 37,"INDEPENDENT FINANCIAL AUDIT 
Art. 37. (1) The annual and consolidated financial statements of:
1. small enterprises that, as of December 31 of the current reporting period, exceed at least two of the following indicators:
a) balance sheet value of assets - BGN 2,000,000;
b) net revenue from sales - BGN 4,000,000;
c) average number of personnel for the reporting period - 50 people;
2. medium and large enterprises;
3. enterprises of public interest;
4. medium and large groups and groups in which there is at least one enterprise of public interest;
5. enterprises for which this requirement is established by law.
(2) (Amended - SG No. 98 of 2018, in force from 01.01.2019) Regardless of para. 1, the annual and consolidated financial statements of joint-stock companies and limited partnerships with shares are subject to a mandatory independent financial audit, with the exception of cases where the companies meet the conditions of Art. 19, para. 2 .
(3) The consolidated financial statements and the annual financial statements of the enterprises included in the consolidation are subject to an independent financial audit.
(4) The annual financial statements of non-profit legal entities designated for the implementation of a socially beneficial activity are subject to a mandatory independent
financial audit by registered auditors, when for the current year they exceed one of the following indicators:
1. balance sheet value of assets as of December 31 - BGN 1,000,000;
2. amount of net income from business and income from non-business activity for the current year - BGN 2,000,000;
3. total amount of financing received in the current year and unutilized as of December 31 of the current year, financing received in previous reporting periods - BGN 1,000,000.
(5) The annual financial statements of non-profit legal entities designated for the implementation of public service activities and performing activities under Art. are subject to a mandatory independent financial audit by registered auditors . 116 of the Family Code .
(6) The registered auditors, who perform an independent financial audit of annual and consolidated financial statements, must express an opinion in the auditor's report:
1. does the activity report correspond to the financial statements for the same reporting period;
2. has the activity report been prepared in accordance with the applicable legal requirements and state whether, as a result of the acquired knowledge and understanding of the company's activities and the environment in which it operates, they have identified cases of material misrepresentation in the activity report and indicate the nature of misrepresentation;
3. is the information required by the relevant legal acts presented in the corporate governance statement;
4. whether the non-financial declaration has been provided and whether the declaration has been prepared in accordance with the requirements of this law;
5. whether a report on payments to governments has been provided and whether the report has been prepared in accordance with the requirements of this law;
6. (new - SG No. 26 of 2020, in force from 01.01.2021) whether a report on the implementation of the remuneration policy has been submitted to the annual financial report and whether the report meets the requirements set out in the regulation under Art . . 116c, para. 1 of the Law on the Public Offering of Securities ."
BG_norm_3,Accountancy Act,BG_Accountancy_Act_2023,https://lex.bg/en/laws/ldoc/2136697598,Article 19," Art. 19. (1) For the purposes of this law, the following categories of enterprises are defined:
1. micro enterprises;
2. small enterprises;
3. medium enterprises;
4. large enterprises.
(2) Micro-enterprises are enterprises which, as of December 31 of the current reporting period, do not exceed at least two of the following indicators:
1. balance sheet value of assets - BGN 700,000;
2. net revenue from sales - BGN 1,400,000;
3. average number of personnel for the reporting period - 10 people.
(3) Small enterprises are enterprises which, as of December 31 of the current reporting period, do not exceed at least two of the following indicators:
1. balance sheet value of assets - BGN 8,000,000;
2. net revenue from sales - BGN 16,000,000;
3. average number of personnel for the reporting period - 50 people.
(4) Medium enterprises are enterprises that are not small enterprises and which as of December 31 of the current reporting period do not exceed at least two of the following indicators:
1. balance sheet value of assets - BGN 38,000,000;
2. net revenue from sales - BGN 76,000,000;
3. average number of personnel for the reporting period - 250 people.
(5) Large enterprises are enterprises that, as of December 31 of the current reporting period, exceed at least two of the following indicators:
1. balance sheet value of assets - BGN 38,000,000;
2. net revenue from sales - BGN 76,000,000;
3. average number of personnel for the reporting period - 250 people. "
